Marital_status;Application_mode;Application_order;Course;Daytime_evening_attendance;Previous_qualification;Previous_qualification_grade;Nacionality;Mothers_qualification;Fathers_qualification;Mothers_occupation;Fathers_occupation;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Unemployment_rate;Inflation_rate;GDP;Target;CU1;CU2;CU3;CU4;CU5
1;1;3;9773;1;1;142.0;1;34;1;5;10;136.1;1;0;0;0;1;0;19;0;9.4;-0.8;-3.12;0;-16.537673074244655;5.197903746710219;1.5851917589547653;0.8933166683561996;4.571715245713496
1;17;1;9670;1;1;138.0;1;1;1;4;8;123.0;0;0;1;0;1;0;20;0;13.9;-0.3;0.79;0;1.5144323760635108;-3.113452390867095;-0.35040013127117026;-0.4642976198069878;-0.3483810083992242
1;1;1;9070;1;1;131.0;1;3;19;4;4;130.3;1;0;0;1;1;1;20;0;16.2;0.3;-0.92;1;2.1187658332365347;-3.5819291955665897;1.0271013123395087;-0.31370995683642044;-1.3237500344979538
1;1;1;9119;1;1;160.0;1;37;37;9;6;153.7;0;0;0;1;1;0;19;0;9.4;-0.8;-3.12;0;-2.292379577361409;-2.7946880011353823;-2.6517433551912886;1.719759151310731;0.01624850628462666
1;39;1;9085;1;1;110.0;1;40;1;5;6;142.5;0;0;1;0;1;0;37;0;8.9;1.4;3.51;0;1.3485545275639264;0.11411267707240243;2.819507568034696;0.7797307676728917;0.0741623841802749
1;1;1;9254;1;1;124.0;1;37;38;9;8;114.6;1;0;0;1;1;0;19;0;7.6;2.6;0.32;0;2.8589416619175765;1.2874767408205754;-6.814461972589966;-1.141342406179669;1.4883575838628933
1;39;1;9500;1;1;120.0;1;37;37;9;8;108.5;0;0;0;1;1;0;36;0;13.9;-0.3;0.79;0;-10.042257774106755;13.355102271278556;-4.763566929912503;0.2642940617945828;6.28588546945906
1;39;1;9147;1;12;133.1;1;37;37;9;9;140.0;0;0;0;1;1;0;29;0;9.4;-0.8;-3.12;0;-19.207927031526555;1.3660285917970938;4.87003595471414;-0.28478603894585275;-0.5647820696736741
1;39;1;9003;1;1;133.1;1;38;37;9;4;120.0;0;0;0;1;1;0;30;0;13.9;-0.3;0.79;1;2.5983702619055236;0.0865950909907831;-1.5634633643439209;-0.6325601637721137;-0.015477120986527221
1;51;1;9670;1;19;133.1;1;2;1;3;10;120.0;0;0;1;1;1;0;32;0;11.1;0.6;2.02;0;-4.963712784959344;7.163265302236145;-5.205928412345876;8.441460190694142;2.117341339647118
1;1;1;8014;0;1;123.0;1;3;1;2;9;127.6;1;0;0;1;1;0;26;0;10.8;1.4;1.74;0;0.4596696817699611;-3.449746366073776;2.2342819705588624;0.2747933417798281;-0.15299950271740312
2;44;1;9003;1;39;140.0;1;37;37;4;7;140.0;0;0;0;1;1;0;37;0;16.2;0.3;-0.92;0;6.600853218513154;8.090705284951015;-13.65953602080483;-3.1768578563669414;-3.470372787158562
1;39;1;9119;1;1;138.7;1;1;12;4;3;111.3;0;0;0;1;1;0;27;0;13.9;-0.3;0.79;0;-0.914930661220835;-1.5408617911342875;-0.3765505414502705;0.8121960149803282;0.09984048307374323
1;1;1;9773;1;1;131.0;1;38;1;5;7;131.0;1;0;0;1;1;1;18;0;13.9;-0.3;0.79;1;1.6756517637170196;-2.672468576245172;0.33951530420807885;0.40097712625895404;-0.8834973874681044
1;1;1;9500;1;1;149.0;1;38;37;9;9;139.5;0;0;0;1;1;1;18;0;9.4;-0.8;-3.12;1;7.293384157324616;-3.97356043957114;2.217984987519091;0.40162460276188205;-0.36686608772171325
2;39;2;9003;1;19;133.1;1;38;19;4;1;110.0;0;0;0;0;1;0;32;0;15.5;2.8;-4.06;0;-4.819935658938341;7.695051809121645;-3.8533991116764956;7.090077434248161;-1.1015972370760267
1;44;1;9119;1;39;130.0;1;3;19;3;4;130.0;0;0;0;1;1;0;20;0;12.4;0.5;1.79;0;1.3510424847532667;-1.3331363103259823;-4.774741985150282;0.5460025856928173;3.417555636895244
1;43;1;9003;1;1;120.0;1;3;3;1;2;115.0;0;0;0;1;1;0;22;0;16.2;0.3;-0.92;0;-11.435009455561163;11.008371255452685;-4.242282636896933;-1.789658908809749;0.71013384567244
4;39;1;9500;1;1;133.1;1;1;19;3;3;154.3;0;0;0;1;0;0;32;0;12.4;0.5;1.79;0;-18.265318488287026;2.4901902481868547;6.003468843505069;-0.11610520229162583;-1.169630272135794
1;1;1;9147;1;1;143.0;1;1;37;9;9;135.0;1;0;0;1;0;0;21;0;7.6;2.6;0.32;0;0.2749452805284558;-2.1514565180541485;-0.9370638300935902;-1.061246661030145;0.6196305168299183
1;17;4;9670;1;1;126.0;1;1;1;4;7;115.2;0;0;0;0;0;0;19;0;10.8;1.4;1.74;0;2.0488659144081365;-2.7270441935383283;-1.7099658363052976;-1.4134895552291835;-1.3513034023649562
1;1;1;9773;1;1;125.0;1;19;1;9;9;130.6;1;0;0;1;0;1;18;0;8.9;1.4;3.51;1;2.4471839297912403;-5.221065523731839;1.9078690943491379;0.1260094591354057;0.23395738490803417
1;1;4;9147;1;1;123.0;1;1;1;9;7;117.4;1;0;0;1;0;1;18;0;8.9;1.4;3.51;1;1.0911844480037376;-2.015681408740898;-1.3040603011474154;-0.7462469545916873;-1.7906296675944562
1;7;1;9147;1;2;150.0;1;3;37;2;5;150.0;1;0;1;0;0;0;38;0;15.5;2.8;-4.06;0;-15.512315978702805;5.955437739189594;0.0825623899668439;-1.0767666978176096;0.18176459710104706
1;17;3;9853;1;1;132.0;1;34;34;0;0;131.3;1;0;0;1;0;0;21;0;7.6;2.6;0.32;0;0.28603542110839353;-1.1940662995905076;-0.6252356035576093;0.6859002610369953;-0.33319976331593953
1;1;1;9238;1;1;133.0;1;34;37;5;5;120.4;0;0;0;0;0;0;21;0;9.4;-0.8;-3.12;0;2.620053124459533;1.3373387345865875;-6.794223820506204;-1.9953415583055156;0.30018765353758375
1;1;1;9991;0;1;122.0;1;37;37;9;3;113.6;0;0;0;1;1;0;26;0;7.6;2.6;0.32;0;0.9764624195248318;-0.2244006411065669;-4.671862325540308;-0.8986339136451339;1.4720269947573665
1;1;4;9500;1;1;137.0;1;19;38;9;3;125.0;1;0;0;1;0;0;19;0;7.6;2.6;0.32;1;4.3481026737470625;-4.667557426073356;1.279987956860824;0.4520767654499719;0.011618971975599614
1;1;6;9500;1;1;145.0;1;19;37;9;9;132.3;1;0;0;1;0;1;19;0;10.8;1.4;1.74;0;5.4600724246519;-2.896307883542636;1.7156337598474174;0.24820102685651851;-0.3783429078796981
1;17;1;9254;1;1;150.0;1;1;1;9;10;142.7;0;0;1;1;0;0;18;0;7.6;2.6;0.32;0;1.401509083851108;0.5504715876131479;-3.525468900766328;-1.5596137487505428;-1.6808301325892205
1;7;1;9147;1;3;130.0;1;37;37;9;9;130.0;0;0;0;1;0;0;25;0;12.7;3.7;-1.7;0;-19.207927031526555;1.3660285917970938;4.87003595471414;-0.28478603894585275;-0.5647820696736741
1;1;6;9500;1;1;136.0;1;37;1;5;4;120.8;1;0;0;1;0;0;19;0;7.6;2.6;0.32;1;16.72437951261346;16.654766319390006;-4.007042668031239;-2.0846137382230916;-0.9800715149418121
1;17;2;9254;1;1;131.0;1;1;19;9;9;130.3;1;0;0;1;0;1;18;0;13.9;-0.3;0.79;1;1.612605232791534;-3.821420644449387;1.5671258201526432;0.25511369453501487;-0.7707355120149227
1;17;1;9147;1;1;130.0;1;37;37;9;7;119.9;0;0;0;1;0;1;19;0;13.9;-0.3;0.79;1;0.7236628315085936;-3.4348109126858586;0.029111008196042065;1.1637735582930155;1.3500005350309248
1;1;1;9238;1;1;108.0;1;19;38;9;7;110.5;1;0;0;1;0;1;22;0;12.4;0.5;1.79;1;1.0447437078752664;-3.9804311494376767;2.166931061791597;0.037313400230243;0.033885547293124575
1;44;1;9003;1;39;160.0;1;38;38;6;6;160.0;1;0;0;1;0;0;21;0;15.5;2.8;-4.06;1;5.523409451798988;-0.19870413518387584;-2.9334697582973206;-0.570869604833414;-0.6286131222099216
1;17;1;9085;1;1;113.0;1;19;37;9;9;118.6;1;0;0;1;0;1;21;0;8.9;1.4;3.51;1;3.9356888360237168;-5.254464489552796;0.7652678522118928;-0.23952583580896544;-1.0147014212913892
1;1;1;9853;1;1;113.0;1;38;38;3;7;112.3;0;0;0;1;0;1;20;0;11.1;0.6;2.02;1;2.8779944200487373;-2.8562388713978146;2.4972714068565893;-0.3091977404186628;-0.18224955752386263
2;1;1;9147;1;1;137.0;1;19;37;9;9;124.4;0;0;0;1;0;0;19;0;10.8;1.4;1.74;0;-0.34624616758616106;-2.319210250077151;-1.8812197331564766;-1.4554923458126028;-2.0841009407277236
1;1;4;9500;1;1;148.0;1;19;19;9;3;125.0;1;0;0;1;0;0;18;0;7.6;2.6;0.32;1;3.64011810327146;-4.04381929607654;1.418728432874846;0.35365208778907165;-0.06916834576017625
1;39;1;9500;1;1;130.0;1;19;19;9;8;105.8;0;0;0;1;0;0;26;0;13.9;-0.3;0.79;0;3.837498178647136;0.6524267042793712;-4.683403843739457;0.746701391865031;0.5203370776834768
1;26;1;9147;1;2;133.1;1;34;34;0;0;121.5;1;0;0;1;0;0;31;0;7.6;2.6;0.32;0;16.93067591721155;14.974826334860643;9.908918874475926;-0.01756029600900592;0.4680235304168222
1;17;1;9238;1;1;138.0;1;37;38;9;8;134.2;1;0;0;1;0;1;18;0;11.1;0.6;2.02;1;3.6497124526275417;-5.600166020226776;1.1183674046116017;0.8723135120319682;-0.6641265677879422
4;7;1;9147;1;3;130.0;1;19;1;5;5;130.0;0;0;0;1;0;0;35;0;11.1;0.6;2.02;0;-15.84861002483101;5.472432308419721;0.4842704076488717;-1.2329829610886152;-0.46842884477965946
1;1;1;9085;1;1;127.0;1;37;37;9;9;122.8;1;0;0;1;0;0;19;0;12.7;3.7;-1.7;0;1.3957054480676714;-1.8553384490231275;-4.379703108981555;1.7667005667945834;0.7497581887649161
1;1;1;9238;1;1;115.0;1;19;38;7;7;108.7;0;0;0;1;0;1;19;0;15.5;2.8;-4.06;1;0.8482859241273724;-0.5065114873668172;-0.08889610496028445;-0.25520692295618314;0.5765821850446777
1;1;2;9500;1;1;147.0;1;3;1;4;3;136.7;0;0;0;1;0;0;18;0;11.1;0.6;2.02;1;5.980709504321783;-3.7540911202006604;1.7701276572492424;-1.0110874282425624;-1.32554181430019
1;17;1;9085;1;1;132.0;1;38;38;4;9;119.1;0;0;0;1;0;0;20;0;12.4;0.5;1.79;1;5.247968295204363;0.2696207937686855;-3.597312760259211;-1.924601461689094;-5.392011603066236
1;1;4;171;1;1;146.0;1;1;1;9;5;151.3;1;0;0;1;0;1;19;0;8.9;1.4;3.51;1;13.734143588456764;7.1645104667158295;4.676417159969562;-1.7473393742114494;-3.76322226940835
1;43;1;9238;1;1;109.0;1;19;37;5;5;108.3;0;0;0;1;0;1;21;0;10.8;1.4;1.74;0;2.3531554037276385;1.6097881406755696;-3.928175756143335;-0.7055029987778206;5.4315152784765806
1;17;1;9853;1;1;133.0;1;38;38;9;9;127.4;0;0;1;1;0;1;18;0;16.2;0.3;-0.92;1;2.8578629566131455;-2.80368811340397;2.3930945253417275;0.41672923392093075;-0.45911339963418873
1;42;1;9500;1;1;124.0;1;19;19;4;9;124.0;0;0;0;1;0;0;23;0;9.4;-0.8;-3.12;1;4.908875659205335;-1.872795912203962;2.685266137257015;0.07012799945397817;-0.638959652630637
1;1;1;9070;1;1;133.1;1;1;1;9;9;155.0;0;0;0;1;0;1;21;0;16.2;0.3;-0.92;1;1.5512356613638845;-3.944662555710409;1.240905914396206;0.5664932958349825;0.7120953939662571
1;1;1;9147;1;1;121.0;1;37;38;9;9;114.0;0;0;0;1;0;1;19;0;11.1;0.6;2.02;1;-0.25813898504233784;-3.350389893661661;0.5612581572464861;0.8912500772254062;0.6361591752745408
1;1;2;9147;1;1;129.0;1;38;19;3;7;118.9;1;0;0;1;0;0;19;0;10.8;1.4;1.74;0;2.4897035924934894;-3.2967759333660887;-2.991672932029654;-1.6302418851581686;-0.239980101443911
1;53;1;9085;1;42;160.0;1;19;37;4;9;160.0;1;0;0;1;0;0;20;0;8.9;1.4;3.51;1;11.877816390929532;5.218748622279031;5.149325310800917;1.612992266225282;3.173076512095965
1;43;1;9147;1;1;131.0;1;3;19;2;9;126.1;0;0;0;1;0;0;18;0;16.2;0.3;-0.92;0;-6.542791105899644;0.34885733228456994;-0.052339463825173065;-10.70103876165798;0.9623638665267181
1;1;1;9500;1;1;150.0;1;37;37;9;7;136.5;1;0;0;1;0;1;18;0;9.4;-0.8;-3.12;1;6.504310656393377;-3.2783825353828298;2.3726160878207656;0.29192686608982077;-0.45690637150048174
2;1;5;9500;1;1;130.0;1;1;19;4;4;122.3;0;0;0;1;0;0;19;0;7.6;2.6;0.32;1;4.084666554500326;-4.435468819562912;1.3316123200288323;0.41545362957614845;-0.018441425321433436
1;17;1;9070;1;1;133.1;1;38;19;5;5;128.0;0;0;0;1;0;1;21;0;9.4;-0.8;-3.12;1;0.6419322868053139;-3.6407836583874174;2.293171514904362;-0.3375033008461782;0.1080441074397786
1;1;1;9238;1;1;154.0;1;38;38;9;9;156.5;1;1;0;1;0;1;18;0;12.7;3.7;-1.7;1;2.6102253585598896;-3.8808482006554845;1.4363182601924078;-1.1961195003044063;2.065374774821639
1;1;1;9670;1;1;126.0;1;37;19;7;7;125.7;0;0;0;1;0;0;20;0;15.5;2.8;-4.06;0;4.3314114784117;-2.213521789742894;-1.585856909259824;-0.37584577753558346;-0.4767322043191401
1;1;1;9773;1;1;150.0;1;19;38;9;5;143.0;0;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;1.726499369329452;-4.908816036931976;1.636973022463723;-0.15624069021974948;0.3605210588640235
1;17;5;9500;1;1;141.0;1;19;19;9;7;131.9;1;0;0;1;0;1;18;0;15.5;2.8;-4.06;1;5.302665819129746;-2.996059681460552;1.9293549905426168;-0.2830681764549278;-0.242564462041352
2;43;1;9991;0;1;134.0;1;37;37;9;9;113.7;0;0;0;1;0;0;32;0;9.4;-0.8;-3.12;0;-1.0182414699840892;-2.201034165358039;0.27535008843215425;-1.71842280753003;-2.1142486343910174
1;17;2;171;1;1;146.0;1;3;3;3;3;155.1;1;0;0;1;0;0;18;0;13.9;-0.3;0.79;1;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;16;3;9853;1;1;134.0;1;19;37;9;9;121.1;1;0;0;1;0;0;19;0;10.8;1.4;1.74;0;1.4379238942818322;-2.01599829918291;-0.3320960517827811;0.09493285930667841;-0.014498930784801946
1;1;3;9500;1;1;139.0;1;1;19;9;3;130.3;1;0;0;1;0;1;18;0;9.4;-0.8;-3.12;1;6.161020463499975;-2.975942070023909;2.4398890860740763;0.24420234215424463;-0.49607882672817777
1;1;6;9500;1;1;136.0;1;1;1;4;5;123.3;0;0;0;0;0;0;18;0;9.4;-0.8;-3.12;0;-12.662350607448623;9.870284846873766;-1.2093248981881481;-1.809525483922038;-0.7216021218226606
1;1;5;9773;1;1;110.0;1;19;38;3;5;117.4;1;0;0;1;0;0;20;0;11.1;0.6;2.02;1;2.345436493837207;-4.306448775422478;1.450091987128866;1.1777812264242804;0.4737976632423228
1;5;1;9670;1;1;135.0;1;1;12;4;4;140.3;1;0;0;1;0;0;19;0;12.4;0.5;1.79;0;2.1567899380328854;-4.62872953098136;0.7682802786119903;0.5040227123127662;0.8877227898841425
1;17;4;9500;1;1;129.0;1;38;37;9;5;120.0;1;0;0;1;0;0;19;0;10.8;1.4;1.74;1;3.8738106494733406;-1.498802917197615;2.0264861752090666;0.027677430130567674;-0.559349443032546
1;17;1;9147;1;1;139.0;1;38;38;7;5;133.4;0;0;0;1;0;0;18;0;9.4;-0.8;-3.12;0;-7.270819124444191;4.894659679678187;-5.225393637899488;5.510618475265249;-3.1464858213359883
1;1;4;9500;1;1;137.0;1;1;19;4;7;126.7;1;0;0;1;0;0;18;0;15.5;2.8;-4.06;0;-18.265318488287026;2.4901902481868547;6.003468843505069;-0.11610520229162583;-1.169630272135794
1;17;3;9500;1;1;138.0;1;1;19;7;8;129.3;1;0;0;1;0;1;18;0;12.4;0.5;1.79;1;5.005769818960932;-1.3467302968921757;-0.17744156953511617;-0.8996091145187355;-2.2750584102864932
1;17;6;9500;1;1;136.0;1;3;38;2;9;125.7;1;0;0;1;0;0;20;0;11.1;0.6;2.02;0;5.7780116356120885;-2.2947411218245746;-0.6154240255733825;-1.6062754658914813;-1.7844955021630846
1;1;1;9773;1;1;143.0;1;3;3;2;5;144.8;0;0;0;1;0;0;19;0;16.2;0.3;-0.92;0;1.0447437078752664;-3.9804311494376767;2.166931061791597;0.037313400230243;0.033885547293124575
1;1;1;9254;1;1;133.1;1;38;19;3;3;98.6;0;0;0;1;0;0;21;0;12.7;3.7;-1.7;0;-3.5550870116172737;9.421367757384896;-8.133956663561788;6.12421845254692;-0.2620709021854917
1;1;1;9853;1;1;136.0;1;38;37;9;9;126.9;1;0;0;1;0;1;19;0;11.1;0.6;2.02;1;4.226245397146364;-4.0571106352075805;2.2736066034446214;-0.395034753581016;0.07456033379705168
1;17;1;9238;1;1;139.0;1;19;38;4;9;146.7;1;0;0;1;0;1;20;0;15.5;2.8;-4.06;1;2.7033653361552306;-4.817926173850109;1.4637490779956985;-0.3371552689492463;-0.3659833091747687
1;1;1;9500;1;1;125.0;1;1;1;9;4;117.0;0;0;0;1;0;1;21;0;9.4;-0.8;-3.12;1;5.2756281314691496;-2.1959067690802185;2.6133953441590534;0.12111427142831649;-0.5971099432686741
1;44;1;9085;1;39;130.0;1;37;38;9;6;130.0;1;0;0;1;0;0;23;0;11.1;0.6;2.02;0;-14.123187751834898;7.5785181639393615;-0.807407273293717;-1.5331732820661021;-0.6480649730253796
1;17;1;9238;1;1;137.0;1;1;38;5;8;125.8;0;0;0;0;0;1;18;0;12.7;3.7;-1.7;0;0.931196722359293;-1.5987901102068651;-1.0308469861743623;2.124768037396063;2.223681737640325
2;39;1;9991;0;3;130.0;1;3;1;1;10;160.0;0;0;0;1;0;0;30;0;12.7;3.7;-1.7;0;2.02543259807976;-7.609540017163091;1.3653463785233746;0.23454952023665615;0.7747530562895778
1;1;1;9085;1;1;130.0;1;9;19;4;1;134.2;1;0;0;1;0;0;20;0;9.4;-0.8;-3.12;0;-13.142268404298262;9.676124005746644;-3.0106572283376103;-0.13630892566221023;4.947835591910093
2;43;2;9147;1;1;160.0;1;37;37;9;9;96.0;0;0;0;0;0;0;29;0;10.8;1.4;1.74;0;-6.971039197323345;3.6978975584860376;-1.9521459957478084;7.201216860064623;-3.570304215256678
1;18;1;9147;1;1;100.0;1;38;38;5;5;101.8;1;0;0;1;0;0;24;0;10.8;1.4;1.74;0;-0.9110475692338824;-1.8616391355297124;-1.8752511964896565;-1.6144449533853513;-3.632874972126529
1;1;1;9238;1;1;136.0;1;19;1;4;3;125.2;1;0;0;1;0;0;20;0;7.6;2.6;0.32;1;1.8883339485302781;-1.3883929642743182;-0.03600103546484456;-0.8808828252045883;-2.095054847884698
1;43;1;8014;0;1;117.0;1;37;37;9;9;100.0;0;0;0;1;0;0;27;0;13.9;-0.3;0.79;0;1.5173725629614365;-5.07771460058381;1.3604360409637968;-1.0050085623586316;0.7857038395984854
2;7;1;9147;1;3;140.0;1;37;37;9;9;140.0;0;0;0;1;0;0;23;0;7.6;2.6;0.32;0;-19.207927031526555;1.3660285917970938;4.87003595471414;-0.28478603894585275;-0.5647820696736741
1;51;1;9070;1;1;132.0;1;19;19;153;153;120.0;0;0;0;1;0;1;23;0;11.1;0.6;2.02;1;3.4057109927895945;-6.014761276071642;1.5623531135932665;1.3219897229074857;-0.057075894972319054
1;1;3;9500;1;1;147.0;1;1;1;4;4;134.3;1;0;0;1;0;0;18;0;12.7;3.7;-1.7;1;5.598376387256435;-3.0181544019606172;1.6885309691842134;0.26742817319027584;-0.36256119929875597
1;1;1;9773;1;1;158.0;1;38;38;9;7;144.7;1;0;0;1;0;1;19;0;12.7;3.7;-1.7;1;3.423326023295737;-6.0607431893162556;1.6535078849187708;0.6868036203603408;0.1851799668742167
1;17;6;9500;1;1;142.0;1;19;37;4;9;131.9;1;0;0;1;0;0;19;0;13.9;-0.3;0.79;0;5.186471296065919;-3.681721176339032;2.3150967586102973;-0.5917783224103259;-0.7986577223161128
1;1;1;9773;1;1;143.0;1;1;38;8;8;136.7;1;0;0;1;0;1;18;0;11.1;0.6;2.02;0;2.6059598274850697;-5.350793598385994;1.8452189435939643;0.3606276199055942;0.17199317926983423
1;1;2;9070;1;1;135.0;1;1;1;4;7;129.8;1;0;0;1;0;0;19;0;9.4;-0.8;-3.12;1;1.4773160424392284;-3.753001787454716;1.7513156660084888;-0.8264192696313659;-0.3857634905813427
1;1;1;9773;1;1;160.0;1;1;38;4;7;146.5;0;0;0;1;0;1;18;0;13.9;-0.3;0.79;1;3.8359531130674993;-3.116585944377333;-0.37937380314505764;-0.8682133271650005;-1.775571870142779
1;43;1;9991;0;1;120.0;1;37;37;9;8;122.5;1;0;0;1;0;0;29;0;9.4;-0.8;-3.12;0;12.736312987977948;14.358156035487267;2.120410348840724;-2.126065684608382;-3.0360425138129936
1;39;2;9556;1;19;133.1;1;37;37;3;7;117.8;0;0;0;1;0;0;24;0;13.9;-0.3;0.79;1;3.9179975995438;0.09602735507415082;0.6998687252545576;-0.7812559968178691;0.3438379136138927
1;17;2;9556;1;1;133.1;1;37;38;9;8;106.0;1;0;0;1;0;0;19;0;8.9;1.4;3.51;0;3.879981847862595;3.8296594905121077;-7.310985592542749;0.9312849837776471;2.488955855543752
1;17;1;9556;1;1;133.0;1;1;38;4;9;119.0;0;0;0;1;0;0;19;0;12.7;3.7;-1.7;0;3.0800258397134033;-1.0429229203713737;1.1122454548917386;-0.6342587190510423;2.073254686665425
1;1;1;9670;1;1;120.0;1;38;19;4;8;115.1;0;0;0;1;0;0;19;0;10.8;1.4;1.74;0;2.500180499712645;-1.7571532514771842;-2.4019889482600867;-2.5902422833601633;-0.9968305870823182
1;17;4;9254;1;1;106.0;1;37;19;9;7;116.9;1;0;0;1;0;0;20;0;11.1;0.6;2.02;1;1.3871365780093043;-2.4725382947848047;0.5645443379394155;-0.7747300261241745;-0.48855314451638593
1;1;2;9773;1;1;148.0;1;1;19;9;9;141.7;0;0;0;1;0;0;18;0;10.8;1.4;1.74;1;1.9238828220267066;-4.709262864450402;1.8527401564133121;1.1159845836172293;-0.2261656297681288
1;1;2;9070;1;1;134.0;1;1;19;3;3;127.7;1;0;0;0;0;0;18;0;13.9;-0.3;0.79;0;2.1225641988564634;-0.16151911151839868;-1.361267912097291;-0.738154571618195;-1.9796989028851744
1;1;5;9500;1;1;130.0;1;19;1;9;5;122.1;1;0;0;1;0;1;19;0;12.4;0.5;1.79;1;4.271325086131766;-1.0673803965750102;0.963649258644607;-1.609009578283317;-1.4531524970785796
1;16;1;9085;1;1;150.0;1;3;3;2;1;153.5;1;0;0;1;0;0;19;0;13.9;-0.3;0.79;0;4.179242084757632;-5.920590527275221;1.0862244688123568;1.4630821656668422;0.6716108652825377
1;1;1;171;1;1;141.0;1;1;19;5;8;141.4;1;0;0;1;0;1;18;0;13.9;-0.3;0.79;1;-21.11640438311602;-0.9515932525558548;2.556893265296547;-0.6802282783439534;0.5261050213429588
1;1;1;9773;1;1;140.0;1;19;37;9;6;135.8;1;0;0;1;0;1;19;0;10.8;1.4;1.74;1;2.0330316843676295;-4.20705004874426;1.5320401383653826;-0.0052557069357085755;-0.6026382103150413
1;1;2;9500;1;1;138.0;1;3;3;2;2;127.5;1;0;0;1;0;1;18;0;16.2;0.3;-0.92;1;6.026538897430662;-3.768370438109981;1.6801002691644586;-0.4584755668896886;-1.526122869073783
1;39;1;9991;0;1;130.0;1;37;37;9;9;151.6;0;0;0;1;0;0;24;0;16.2;0.3;-0.92;0;1.5996068281510334;-2.1862490014486387;-1.21437594173866;0.0482727989914028;0.9349894861238393
1;39;1;9500;1;1;133.1;1;19;19;5;6;121.4;0;0;1;1;0;0;28;0;13.9;-0.3;0.79;0;3.9465579526753447;-1.2766959773765263;-1.5980374218760138;0.889528746824678;3.4214059398435266
1;42;1;9500;1;1;133.0;1;1;1;4;4;100.0;0;0;0;1;0;0;20;0;12.7;3.7;-1.7;1;3.234502833838368;-0.17928444574894759;2.814298070792665;-0.050710507375269616;-0.5866427683310116
1;1;6;9500;1;1;150.0;1;37;38;9;9;131.5;1;0;0;1;0;1;19;0;12.7;3.7;-1.7;1;4.074210268757463;-1.6753560357216286;1.9872147846562607;0.05553717277744016;-0.5364820693744459
1;17;1;9147;1;1;117.0;1;37;37;9;9;109.3;0;0;0;0;0;0;22;0;9.4;-0.8;-3.12;0;-1.6876661432016593;0.8125981759234208;-4.826892857107191;-1.2211428884900473;-0.7336289608117891
1;1;1;9238;1;1;145.0;1;19;1;6;5;127.9;1;0;0;1;0;0;19;0;12.7;3.7;-1.7;1;2.4592500674540005;-4.420500003672749;1.4705867377651625;0.9051497852213043;0.5954674389440275
1;7;1;9238;1;3;140.0;1;37;37;9;9;140.0;1;0;0;1;0;0;36;0;16.2;0.3;-0.92;1;18.019712516027642;13.304154685663502;3.2258805423832473;0.44410765220274573;1.965124824949114
1;44;1;9003;1;39;160.0;1;37;38;9;7;160.0;0;0;0;1;0;1;19;0;15.5;2.8;-4.06;1;4.663453478868218;-4.436738565895863;-0.26475002767942013;0.5350586635437692;-1.3494206949270666
1;17;1;9238;1;1;125.0;1;4;3;1;1;119.8;0;0;0;1;0;0;18;0;16.2;0.3;-0.92;1;1.9465355074956217;-1.4940936750688534;-0.24194489615727208;-0.5215444977219293;0.8597780331083762
4;43;4;9991;0;12;133.1;1;37;37;9;9;153.0;0;0;0;0;0;0;40;0;7.6;2.6;0.32;0;-14.167139794189987;7.887459462269087;-1.524269680761268;-0.4519016447335873;2.7825383646238704
1;1;2;9500;1;1;139.0;1;38;37;9;7;125.0;1;0;0;1;0;1;19;0;7.6;2.6;0.32;1;2.652232656096201;-3.1734870216623805;1.6123197947548764;0.21631532826223376;-0.1818948356240497
4;43;1;9500;1;1;130.0;1;37;37;9;9;103.7;0;0;0;1;0;0;38;0;10.8;1.4;1.74;0;6.244225224025604;1.8168555621247913;-2.536327698568351;-0.592631444968973;-0.034767373155018336
1;7;1;9085;1;3;120.0;1;37;37;7;7;120.0;0;0;0;1;0;0;32;0;15.5;2.8;-4.06;0;8.026705102592423;9.598557681798145;-4.797984411637787;0.3895326075529031;4.506207279418241
1;1;1;9853;1;1;160.0;1;1;37;9;9;146.0;1;0;0;1;0;0;19;0;9.4;-0.8;-3.12;0;1.6047967908899055;0.7505952189687446;-2.87077264650797;-1.6803156448480374;1.2875494881437897
1;17;3;9070;1;1;120.0;1;3;1;4;4;116.9;1;0;0;1;0;0;19;0;8.9;1.4;3.51;1;2.490434568377132;-4.607848468061933;1.4356473795406897;0.10387822445511889;-0.5676049015815666
2;39;1;9147;1;1;130.0;1;37;37;9;9;117.9;0;0;0;1;0;0;35;0;10.8;1.4;1.74;0;-19.678382602888274;0.8205184620065027;3.4256138951261885;-0.416454636389735;0.337906675047602
1;1;1;9147;1;1;124.0;1;38;19;3;10;128.6;1;0;0;1;0;0;20;0;7.6;2.6;0.32;0;-2.9238800121257427;-5.176999644706936;0.649576033854741;1.238245007869606;1.0114734530921548
1;17;1;9853;1;1;150.0;1;19;19;3;4;135.0;0;0;0;1;0;0;29;0;12.7;3.7;-1.7;1;5.138360216342847;2.5732303783944883;1.6587562840130197;-1.0593919313632132;-1.0809322334770777
